File Index,Sample #,Date Time,11.5,15.4,20.5,27.4,36.5,48.7,64.9,86.6,115.5,154,205.4,273.8,365.2,Total Conc,Median (nm),Mean (nm),Geo Mean (nm),Mode (nm),GSD,Particle Density (g/cc),Firmware Version,Status
14,148,11:50:04,0.14,0.2311,0,0.3359,0.29,0.1365,0.2067,0.6361,0.9236,0.6954,0.1186,0,0,3.7137,96.2967,91.0675,71.9573,115.4782,2.1776,1.2,1.3,No errors
14,149,11:51:04,575.2767,378.783,0,0,8062.8394,19400.5352,27036.9609,25877.1914,16167.502,3772.426,0,0,0,101271.5145,72.39,75.9955,70.4486,64.9382,1.4958,1.2,1.3,No errors
14,150,11:52:04,0,113.0028,130.162,0,0,2954.7444,8177.9243,11871.7754,10825.0732,5589.4707,0,0,0,39662.1528,93.765,96.2683,90.8369,86.5964,1.4223,1.2,1.3,No errors
14,151,11:53:04,0,24.9906,192.354,0,0,674.665,3934.4331,7040.4839,7368.4849,4557.4214,638.0306,0,0,24430.8635,102.6311,105.8536,99.7488,115.4782,1.4304,1.2,1.3,No errors
14,152,11:54:04,0,0,155.9594,0,0,91.7259,2298.8774,4697.8677,5292.3921,3562.9023,814.2105,0,0,16913.9354,108.7579,111.7889,105.4918,115.4782,1.4237,1.2,1.3,No errors
14,153,11:55:04,0,0,115.6408,0,0,0,1447.5668,3268.689,3894.1802,2808.0046,854.092,0,0,12388.1734,112.825,115.992,109.3639,115.4782,1.4283,1.2,1.3,No errors
14,154,11:56:04,0,0,97.6037,0,0,0,1006.6962,2466.8667,3038.2207,2270.7693,786.3827,0,0,9666.5393,115.0358,118.2445,111.3508,115.4782,1.4358,1.2,1.3,No errors
14,155,11:57:04,0,0,75.7074,0,0,0,732.3423,1887.0183,2410.9961,1881.4828,720.7169,0,0,7708.2638,117.2374,120.4777,113.4141,115.4782,1.438,1.2,1.3,No errors
14,156,11:58:04,0,0,61.8532,0,0,0,541.045,1467.7964,1919.2179,1540.0919,641.9959,0,0,6172.0003,118.8643,122.1868,114.9574,115.4782,1.4416,1.2,1.3,No errors
14,157,11:59:04,0,0,52.3274,4.7587,0,0,438.4927,1217.0642,1583.0497,1262.1709,530.314,0,0,5088.1775,118.7362,122.0766,114.7683,115.4782,1.446,1.2,1.3,No errors
14,158,12:00:04,0,0,45.1599,18.3281,0,0,334.4665,1011.9404,1351.8391,1093.5973,464.7137,0,0,4320.045,119.7362,122.8513,115.321,115.4782,1.457,1.2,1.3,No errors
14,159,12:01:04,0,0,33.8272,14.9483,0,0,267.7542,817.895,1137.2548,966.249,444.7482,0,0,3682.6766,121.9839,125.1187,117.5235,115.4782,1.4533,1.2,1.3,No errors
14,160,12:02:04,0,0,29.6988,7.2408,0,0,226.0556,670.9259,926.3766,800.9363,404.6424,0,0,3065.8764,122.8273,126.227,118.4737,115.4782,1.4558,1.2,1.3,No errors
14,161,12:03:04,0,0,26.0722,11.2969,0,0,186.5715,588.7455,816.8377,697.4672,336.9957,0,0,2663.9867,122.461,125.7057,117.958,115.4782,1.4589,1.2,1.3,No errors
14,162,12:04:04,0,0,22.4674,12.8315,0,0,150.8456,495.9185,707.298,625.437,325.2634,7.552,0,2347.6134,124.4657,127.9619,119.8347,115.4782,1.4685,1.2,1.3,No errors
14,163,12:05:04,0,0,21.6491,7.6623,0,0,143.5822,456.1489,627.9732,532.4442,257.1631,0,0,2046.6229,122.1945,125.474,117.6957,115.4782,1.4612,1.2,1.3,No errors
14,164,12:06:04,0,0,19.976,14.8713,0,0,110.4889,398.8316,563.5506,482.9899,236.1516,0,0,1826.8599,123.1177,126.1612,118.0773,115.4782,1.4765,1.2,1.3,No errors
14,165,12:07:04,0,0,15.0976,9.9173,0,0,105.9891,350.5561,484.0697,406.9832,191.4526,0,0,1564.0656,121.9545,125.128,117.3458,115.4782,1.4631,1.2,1.3,No errors
14,166,12:08:04,0,0,9.2655,4.5051,0,0,76.7831,246.867,374.9714,364.0344,223.874,48.7609,0,1349.0614,131.3329,137.4015,127.9176,115.4782,1.4829,1.2,1.3,No errors
14,167,12:09:04,0,0,10.8844,3.7255,0,0,77.3828,244.0575,351.313,318.139,174.0574,15.4332,0,1194.9927,126.1154,130.5569,122.0499,115.4782,1.4709,1.2,1.3,No errors
14,168,12:10:04,0,0,10.2604,8.2613,0,0,62.2096,220.6515,321.1828,291.2681,161.6631,18.3136,0,1093.8104,126.7972,131.4122,122.4119,115.4782,1.4905,1.2,1.3,No errors
14,169,12:11:04,0,0,6.7247,0,0,0,66.2627,187.4964,272.0814,255.5201,150.4968,26.2611,0,964.8432,128.525,134.2618,125.3482,115.4782,1.467,1.2,1.3,No errors
14,170,12:12:04,0,0,7.6564,9.4039,0,0,43.6065,175.6848,264.5302,243.0537,133.7752,11.4144,0,889.1252,127.561,131.627,122.7636,115.4782,1.4891,1.2,1.3,No errors
14,171,12:13:04,0,0,9.2655,9.9005,0,0,42.0629,174.2838,247.4518,209.8516,101.6,0,0,794.416,123.0571,125.9289,117.5699,115.4782,1.4923,1.2,1.3,No errors
14,172,12:14:04,0,0,4.2349,1.5305,0,0,38.4908,116.3901,177.4821,176.0343,112.8422,29.7238,0,656.7286,132.8815,139.5138,129.6689,115.4782,1.4874,1.2,1.3,No errors
14,173,12:15:04,0,0,6.5243,6.2243,0,0,37.1964,140.2432,197.1483,168.8094,85.3679,1.6774,0,643.1913,123.4985,126.8923,118.6034,115.4782,1.4815,1.2,1.3,No errors
14,174,12:16:04,0,0,5.3018,0,0,0,38.6656,110.8677,159.742,148.7732,86.7247,14.4615,0,564.5366,127.9198,133.4661,124.3764,115.4782,1.4792,1.2,1.3,No errors
14,175,12:17:04,0,0,5.8661,0.1893,0,0,40.2792,116.6473,152.2838,124.3957,60.0751,0,0,499.7363,120.2639,123.9065,116.2253,115.4782,1.4581,1.2,1.3,No errors
14,176,12:18:04,0,0,4.9886,8.9921,0,0,22.4364,105.9992,158.7269,138.534,65.424,0,0,505.1011,124.4191,126.8706,118.3844,115.4782,1.4982,1.2,1.3,No errors
14,177,12:19:04,0,0,3.6054,2.6398,0,0,24.0301,85.693,127.002,115.346,61.4888,2.7371,0,422.5421,126.3245,130.0043,121.7755,115.4782,1.467,1.2,1.3,No errors
14,178,12:20:04,0,0,3.7164,7.3548,0,0,17.6752,89.0603,136.7855,122.762,61.3033,0,0,438.6575,126.048,128.6352,120.2638,115.4782,1.4881,1.2,1.3,No errors
14,179,12:21:04,0.5081,0.2169,0.9838,0.2949,0.2154,0.5009,0.7922,0.5244,0.1221,0,0.1323,0.3028,0.2045,4.7984,47.7152,76.167,45.731,20.5353,2.6359,1.2,1.3,No errors
14,180,12:22:04,0.7674,0.3658,0.2172,0.9182,1.2279,1.262,1.2676,1.2846,0.8302,0.1034,0,0,0,8.2443,49.6522,55.2803,44.9787,86.5964,1.9853,1.2,1.3,No errors
14,181,12:23:04,0.0207,0.665,0.3512,0.7318,0.6935,0.9291,1.5256,2.1764,1.7548,0.3338,0,0,0,9.182,71.7188,70.779,59.7093,86.5964,1.8871,1.2,1.3,No errors
14,182,12:24:04,0.1115,0.5122,0.0063,0.2532,1.0784,1.4459,0.947,0,0,0,0.3861,0.4769,0.1796,5.3971,49.8497,85.7871,56.4979,48.6968,2.3648,1.2,1.3,No errors
14,183,12:25:04,0.3472,0.5491,0.2967,0.5921,0.6814,0.4489,0.1166,0,0.2356,0.4811,0.4379,0.1582,0,4.3448,38.0073,74.4854,46.1781,36.5174,2.6449,1.2,1.3,No errors
14,184,12:26:04,0.1939,0.3889,0.0867,1.0325,1.6874,1.3372,0.2841,0,0,0.7028,1.0921,0.7609,0.0577,7.6242,47.0998,97.7697,63.3973,36.5174,2.5451,1.2,1.3,No errors
14,185,12:27:04,0.0778,0.27,0.8034,0.9577,0.1088,0,0,1.1392,1.7445,1.199,0.0445,0,0,6.3449,96.9459,85.9956,65.7747,115.4782,2.2627,1.2,1.3,No errors
14,186,12:28:04,0.4088,0.2236,0,0.7078,1.3758,1.0726,0.1919,0,0,0.3455,0.5701,0.4223,0.1614,5.4797,42.9235,88.9324,55.1175,36.5174,2.5934,1.2,1.3,No errors
14,187,12:29:04,0,0.2298,1.0482,0.3173,0.674,1.0288,0.6378,0,0,0,0.7656,1.2758,0.7168,6.6942,58.2713,137.1685,80.7605,273.842,2.9608,1.2,1.3,No errors
14,188,12:30:04,0,0.04,1.5024,1.1152,0.5458,0.354,0.5339,0.6619,0.5672,0.3494,0.1469,0.0313,0,5.848,37.1525,59.7147,45.0888,20.5353,2.0712,1.2,1.3,No errors
14,189,12:31:04,0.0665,0.3544,0.9002,1.3277,1.008,0.6256,0.6822,1.1436,1.3939,0.9492,0,0,0,8.4512,55.5289,68.4882,53.631,115.4782,2.0671,1.2,1.3,No errors
14,190,12:32:04,0,0.3993,1.3699,1.7206,1.4313,1.0503,0.85,0.8229,0.6047,0.1463,0,0,0,8.3953,37.2207,48.0779,40.0741,27.3842,1.8014,1.2,1.3,No errors
14,191,12:33:04,0.1034,0.4354,0.7876,0.9312,0.5177,0.592,1.358,2.2215,1.7639,0.2952,0,0,0,9.006,72.6641,69.6226,57.6329,86.5964,1.9521,1.2,1.3,No errors
14,192,12:34:04,1.0391,0.4858,0,0.5775,1.6136,1.809,1.1534,0.2423,0,0,0.0643,0.1791,0.0941,7.2581,42.033,51.6362,38.0597,48.6968,2.0823,1.2,1.3,No errors
14,193,12:35:04,0.4634,0.7692,0.2703,0.9539,0.805,0.3441,0.1606,0.5655,0.7968,0.4451,0,0,0,5.5739,36.3221,56.5104,40.7407,27.3842,2.2762,1.2,1.3,No errors
14,194,12:36:04,447.8787,444.9519,0,0,8005.5474,20426.2148,29037.0703,28017.8672,17690.5684,4404.77,0,0,0,108474.8687,73.0758,76.8113,71.3076,64.9382,1.4878,1.2,1.3,No errors
14,195,12:37:04,0,107.5145,168.8325,0,0,2845.1694,8326.2939,12363.3359,11474.9658,6111.4512,0,0,0,41397.5633,94.6758,97.1365,91.6718,86.5964,1.4226,1.2,1.3,No errors
14,196,12:38:04,0,20.4733,214.9149,0,0,544.9146,3980.8406,7361.2646,7823.1943,4905.0493,746.2722,0,0,25596.9238,103.9494,107.0141,100.9099,115.4782,1.4279,1.2,1.3,No errors
14,197,12:39:04,0,0,164.9403,0,0,68.6268,2327.1018,4799.4658,5451.2192,3736.2927,957.0841,0,0,17504.7309,109.6437,112.8187,106.3664,115.4782,1.4278,1.2,1.3,No errors
14,198,12:40:04,0,0,138.0149,0,0,0,1451.3269,3418.8347,4115.6592,2974.1411,898.746,0,0,12996.7228,113.2386,116.2573,109.5543,115.4782,1.4333,1.2,1.3,No errors
14,199,12:41:04,0,0,104.9523,0,0,0,997.2883,2538.3918,3189.1318,2442.1841,909.2902,0,0,10181.2385,116.3587,119.6133,112.571,115.4782,1.4394,1.2,1.3,No errors
14,200,12:42:04,0,0,90.1823,0,0,0,781.7097,2049.7212,2605.5979,2019.651,777.1285,0,0,8323.9906,117.0791,120.3269,113.1841,115.4782,1.443,1.2,1.3,No errors
14,201,12:43:04,0,0,72.9317,20.0459,0,0,549.4714,1632.0175,2165.5002,1742.8866,733.3779,0,0,6916.2311,119.4565,122.6269,115.1943,115.4782,1.4525,1.2,1.3,No errors
14,202,12:44:04,0,0,54.3235,0,0,0,433.8212,1212.9344,1652.6212,1409.8141,680.0328,0,0,5443.5473,121.85,125.2698,117.7183,115.4782,1.4481,1.2,1.3,No errors
14,203,12:45:04,0,0,47.1741,26.5298,0,0,322.7507,1058.548,1473.0355,1251.3542,595.6616,0,0,4775.0539,122.3703,125.5366,117.748,115.4782,1.4623,1.2,1.3,No errors
14,204,12:46:04,0,0,35.1013,14.5883,0,0,270.0666,845.3701,1202.566,1064.8864,549.8962,3.5778,0,3986.0527,124.2366,127.6002,119.7786,115.4782,1.4558,1.2,1.3,No errors
14,205,12:47:04,0,0,34.1814,11.6228,0,0,225.4595,734.5102,1043.0392,918.2493,473.4389,6.9358,0,3447.4371,124.2324,127.7007,119.7722,115.4782,1.4608,1.2,1.3,No errors
14,206,12:48:04,0,0,30.397,27.7229,0,0,164.1124,631.9474,922.6758,816.3152,417.9363,0,0,3011.1071,124.8269,127.8084,119.647,115.4782,1.4764,1.2,1.3,No errors
14,207,12:49:04,0,0,26.7758,11.7874,0,0,155.0715,532.5026,764.8904,679.2136,357.1896,15.4985,0,2542.9294,125.0623,128.8166,120.524,115.4782,1.4729,1.2,1.3,No errors
14,208,12:50:04,0,0,24.6183,26.5075,0,0,123.5438,504.7369,735.3945,641.2652,316.4048,0,0,2372.471,124.2618,127.1287,118.9188,115.4782,1.4819,1.2,1.3,No errors
14,209,12:51:04,0,0,16.5327,14.2897,0,0,97.2085,376.0133,573.7109,541.3093,314.4431,48.8302,0,1982.3378,129.6496,134.7686,125.5441,115.4782,1.4887,1.2,1.3,No errors
14,210,12:52:04,0,0,20.4796,15.4308,0,0,96.0153,380.3453,545.8397,473.2809,238.4179,0,0,1769.8095,124.0423,127.0695,118.8643,115.4782,1.4811,1.2,1.3,No errors
14,211,12:53:04,0,0,12.5707,17.1273,0,0,65.7448,288.2775,452.2925,436.6053,263.8321,51.8266,0,1588.2768,131.6156,137.1267,127.3251,115.4782,1.5053,1.2,1.3,No errors
14,212,12:54:04,0,0,14.3909,10.2823,0,0,75.345,291.287,428.4761,384.8265,205.0449,11.276,0,1420.9287,126.138,129.9352,121.4523,115.4782,1.4794,1.2,1.3,No errors
14,213,12:55:04,0,0,10.933,12.044,0,0,61.4968,245.5596,364.9614,335.1729,190.8674,28.195,0,1249.2301,128.237,133.2723,123.9456,115.4782,1.498,1.2,1.3,No errors
14,214,12:56:04,0,0,9.7112,13.4076,0,0,49.2698,217.4421,334.491,310.1331,170.3646,12.5629,0,1117.3823,128.1235,131.9204,123.0725,115.4782,1.4906,1.2,1.3,No errors
14,215,12:57:04,0,0,8.7893,7.148,0,0,46.4195,182.6958,287.109,278.5735,166.398,28.8835,0,1006.0169,131.3137,136.5229,127.0578,115.4782,1.4939,1.2,1.3,No errors
14,216,12:58:04,0,0,9.1212,8.595,0,0,38.5745,175.5225,267.7655,246.9525,137.2222,14.2346,0,897.9879,128.3694,132.6901,123.6661,115.4782,1.4938,1.2,1.3,No errors
14,217,12:59:04,0,0,6.1471,6.2199,0,0,32.147,139.7923,224.934,223.6978,139.9818,31.0728,0,803.9928,133.6502,139.5126,129.7178,115.4782,1.4965,1.2,1.3,No errors
14,218,13:00:04,0,0,7.7881,2.4965,0,0,40.095,142.6807,209.2947,193.094,112.1933,20.1588,0,727.801,128.5439,134.1729,124.779,115.4782,1.4941,1.2,1.3,No errors
14,219,13:01:04,0,0,6.0861,10.0377,0,0,22.9339,126.3803,198.7527,184.2957,100.1109,5.7228,0,654.3201,128.457,131.8776,122.961,115.4782,1.4988,1.2,1.3,No errors
14,220,13:02:04,0,0,6.6174,9.4466,0,0,22.2016,121.7243,188.1922,173.1053,95.4786,8.6728,0,625.4389,128.3854,132.3039,122.994,115.4782,1.5114,1.2,1.3,No errors
14,221,13:03:04,0,0,6.0519,8.0442,0,0,21.2232,109.5052,168.888,153.6417,80.4699,0.6865,0,548.5106,126.8626,129.5887,120.9456,115.4782,1.4979,1.2,1.3,No errors
14,222,13:04:04,0,0,5.0224,5.1464,0,0,16.224,88.4233,141.0371,136.9938,84.6908,19.6088,0,497.1465,132.996,138.9906,128.7913,115.4782,1.5174,1.2,1.3,No errors
14,223,13:05:04,0,0,5.0177,6.3165,0,0,13.8129,83.7222,136.0565,130.0134,73.5236,7.1905,0,455.6532,130.5004,134.3632,125.0129,115.4782,1.5092,1.2,1.3,No errors
14,224,13:06:04,0.1778,0.2638,0,0.229,0.7432,0.4014,0,0.1631,3.2705,6.5497,7.0296,4.5252,0.7149,24.0682,181.6809,182.9498,161.9667,205.3525,1.7942,1.2,1.3,No errors
14,225,13:07:04,1.1579,0.3758,0,0.1291,0.5965,1.0164,1.4427,1.7373,1.949,1.5931,0.5922,0,0,10.5899,84.1537,87.8278,67.3833,115.4782,2.3014,1.2,1.3,No errors
14,226,13:08:04,0.5608,0.2929,0,0.8111,1.6235,1.5681,0.7769,0,0,0.3659,0.6265,0.4677,0.0443,7.1378,45.1496,76.8542,51.2524,36.5174,2.378,1.2,1.3,No errors
14,227,13:09:04,0.2132,0.1952,0.5459,0.9214,0.4423,0,0,0.6387,1.3582,1.3939,0.7605,0,0,6.4693,107.9336,99.0891,72.5499,153.9927,2.4232,1.2,1.3,No errors
14,228,13:10:04,0.1403,0.4121,0.114,0.7948,0.5456,0.1494,0.3182,1.2771,2.1159,1.8551,0.6296,0,0,8.352,107.8002,101.7516,81.5499,115.4782,2.1342,1.2,1.3,No errors
14,229,13:11:04,0,0,0.8148,0.6964,0.3903,0.7027,1.5072,2.0213,1.2746,0,0,0,0,7.4073,70.6403,68.0915,59.4758,86.5964,1.7499,1.2,1.3,No errors
14,230,13:12:04,0.2386,0.4185,0,0.8856,1.0109,0.6136,0.2691,0.5034,0.907,0.8712,0.351,0,0,6.0689,53.7426,77.8209,57.7285,36.5174,2.2515,1.2,1.3,No errors
14,231,13:13:04,0,0.1563,0.3301,0.5276,0.6246,0.5794,0.4011,0.188,0,0,0.065,0.2347,0.306,3.413,44.2688,89.7601,54.5995,36.5174,2.4768,1.2,1.3,No errors
14,232,13:14:04,0.0944,0,0.0558,0.7581,0.4439,0,0.0365,0.7954,1.2401,0.9301,0.23,0,0,4.5842,103.9738,96.8782,78.5651,115.4782,2.0545,1.2,1.3,No errors
14,233,13:15:04,0.2028,0,0.0825,1.5,1.2411,0.1797,0,0.0691,0.8547,0.9935,0.4574,0,0,5.5808,40.5808,80.7741,58.212,27.3842,2.2892,1.2,1.3,No errors
14,234,13:16:04,55.5459,50.3844,0,0,642.7391,693.9415,0,0,0,521.4073,3144.8374,4168.918,2418.2451,11696.0187,253.7655,240.2082,206.1066,273.842,1.9657,1.2,1.3,No errors
14,235,13:17:04,0,285.2498,0,0,1657.7052,9334.1406,17291.4492,20272.1484,15556.4023,6083.7222,0,0,0,70480.8178,84.084,86.9898,81.4776,86.5964,1.4479,1.2,1.3,No errors
14,236,13:18:04,0,64.2543,208.0135,0,0,1653.2994,6247.9688,10064.2813,9742.2051,5364.606,16.6975,0,0,33361.3257,97.1275,99.444,94.0264,86.5964,1.4174,1.2,1.3,No errors
14,237,13:19:04,0,11.3949,181.7397,0,0,362.1788,3138.8948,5936.8794,6366.7769,4038.2122,690.8131,0,0,20726.8897,104.9135,107.9964,101.8384,115.4782,1.4275,1.2,1.3,No errors
14,238,13:20:04,0,0,144.8973,0,0,0,1878.2159,4048.0649,4657.8213,3189.6538,776.6845,0,0,14695.3378,110.2724,113.2363,106.9212,115.4782,1.4224,1.2,1.3,No errors
14,239,13:21:04,0,0,110.1256,0,0,0,1252.1891,2862.3618,3432.9072,2493.3669,772.2222,0,0,10923.1729,113.1791,116.3042,109.5799,115.4782,1.4328,1.2,1.3,No errors
14,240,13:22:04,0,0,82.5909,0,0,0,835.1709,2090.3508,2627.1536,2015.9446,746.3468,0,0,8397.5576,116.3098,119.5623,112.5568,115.4782,1.4373,1.2,1.3,No errors
14,241,13:23:04,0,0,69.2169,1.7186,0,0,638.0168,1678.7198,2129.8315,1636.9498,609.2877,0,0,6763.7413,116.7675,119.9658,112.9359,115.4782,1.4386,1.2,1.3,No errors
14,242,13:24:04,0,0,58.5828,3.3939,0,0,511.8956,1385.6567,1781.3525,1384.5057,523.8166,0,0,5649.2038,117.402,120.5495,113.4616,115.4782,1.4405,1.2,1.3,Charger flow error; 
14,243,13:25:04,0,0,31.4984,13.4206,0,0,211.6142,672.8478,915.7811,751.718,326.1829,0,0,2923.063,120.6189,123.6773,116.07,115.4782,1.4595,1.2,1.3,Charger flow error; 
14,244,13:26:04,0,0,43.3964,0,0,0,369.7536,989.5853,1267.9452,998.3229,410.8424,0,0,4079.8459,117.9718,121.3572,114.1058,115.4782,1.4447,1.2,1.3,No errors
14,245,13:27:04,0,0,33.5375,14.7147,0,0,254.3793,774.7202,1055.111,875.4441,389.5342,0,0,3397.441,120.8826,124.0182,116.4235,115.4782,1.4565,1.2,1.3,No errors
14,246,13:28:04,0,0,27.6097,5.792,0,0,215.7208,647.4915,892.7308,762.8578,368.644,0,0,2920.8467,122.3195,125.6731,118.0857,115.4782,1.4501,1.2,1.3,No errors
14,247,13:29:04,0,0,23.2342,10.2218,0,0,170.5687,531.1693,738.442,635.2298,313.9308,0,0,2422.7965,122.7685,126.0494,118.2586,115.4782,1.4594,1.2,1.3,No errors
14,248,13:30:04,0,0,23.7388,8.4546,0,0,153.3839,487.3723,672.415,568.3096,268.6081,0,0,2182.2823,121.995,125.1938,117.4238,115.4782,1.4622,1.2,1.3,No errors
14,249,13:31:04,0,0,19.5555,13.5842,0,0,119.2116,417.7971,595.6761,518.5011,259.3991,0,0,1943.7248,123.7628,126.8677,118.8758,115.4782,1.4694,1.2,1.3,No errors
14,250,13:32:04,0,0,16.0367,15.6676,0,0,98.9203,358.154,509.7214,440.7839,218.5919,0,0,1657.8758,123.5255,126.5623,118.4717,115.4782,1.4752,1.2,1.3,No errors
14,251,13:33:04,0,0,14.2859,1.7754,0,0,99.9664,299.6172,421.0414,376.6979,207.5361,23.5905,0,1444.511,125.5769,130.4852,121.822,115.4782,1.4743,1.2,1.3,No errors
14,252,13:34:04,0,0,11.498,6.2063,0,0,88.96,277.8932,392.2752,344.4008,176.4187,0.8259,0,1298.4781,123.7746,127.0997,119.2205,115.4782,1.46,1.2,1.3,No errors
14,253,13:35:04,0,0,12.2645,4.1856,0,0,82.1419,256.9338,346.1397,286.8497,135.7268,0,0,1124.2421,121.1502,124.4984,116.7436,115.4782,1.4623,1.2,1.3,No errors
14,254,13:36:04,0,0,10.1914,4.7685,0,0,64.9897,217.5941,315.7501,279.6158,139.0339,0,0,1031.9435,124.3488,127.4053,119.5792,115.4782,1.46,1.2,1.3,No errors
14,255,13:37:04,0,0,8.9017,5.221,0,0,57.4319,194.5842,276.9073,244.7303,129.3565,7.3655,0,924.4984,124.9029,128.8804,120.4943,115.4782,1.4746,1.2,1.3,No errors
14,256,13:38:04,0,0,7.6838,1.0991,0,0,54.6595,163.95,235.153,212.3546,113.9217,6.4287,0,795.2504,125.4322,129.4504,121.2438,115.4782,1.463,1.2,1.3,No errors
14,257,13:39:04,0,0,7.7951,7.303,0,0,44.0759,162.6432,229.1322,197.5633,101.3096,3.6264,0,753.4487,123.8193,127.3967,118.9245,115.4782,1.4866,1.2,1.3,No errors
14,258,13:40:04,0,0,8.3303,9.2923,0,0,42.2912,170.3666,233.0347,184.766,73.8635,0,0,721.9447,119.9361,122.5247,114.6114,115.4782,1.4826,1.2,1.3,No errors
14,259,13:41:04,0,0,6.0108,0.5358,0,0,43.4182,127.4684,172.1211,147.7448,78.001,7.1012,0,582.4013,123.3109,128.0665,119.6613,115.4782,1.4706,1.2,1.3,No errors
14,260,13:42:04,0,0,4.3654,5.3836,0,0,33.7098,115.4392,168.426,151.9082,81.3701,4.1294,0,564.7317,125.7403,129.4515,120.9643,115.4782,1.4784,1.2,1.3,No errors
14,261,13:43:04,0,0,3.431,0,0,0,30.8529,89.8311,136.7145,132.0226,76.4753,8.9639,0,478.2913,129.3907,134.0818,125.6091,115.4782,1.4559,1.2,1.3,No errors
14,262,13:44:04,0,0,4.4635,1.985,0,0,26.7455,90.0678,127.2765,113.97,65.4481,12.7788,0,442.7352,127.0121,132.9686,123.4704,115.4782,1.4985,1.2,1.3,No errors
14,263,13:45:04,0,0,4.5449,1.8435,0,0,27.8955,88.5537,118.6352,98.0543,46.9475,0,0,386.4746,121.0342,124.3651,116.4383,115.4782,1.4712,1.2,1.3,No errors
14,264,13:46:04,0,0.1601,1.5687,0.9577,0.5838,0.9393,1.6825,1.9869,1.6396,0.8159,0,0,0,10.3346,67.6026,70.0815,57.5419,86.5964,1.9432,1.2,1.3,Charger flow error; 
14,265,13:47:04,0,0.572,1.0796,0.7593,0.1456,0,0,0.2846,1.2724,1.7782,1.2714,0.2277,0,7.3908,123.6632,111.7532,77.8025,153.9927,2.631,1.2,1.3,No errors
14,266,13:48:04,0.3775,0.2862,0.1857,0.5746,0,0,0.3247,1.7027,1.9993,0.8765,0,0,0,6.3272,96.7665,88.9341,71.6708,115.4782,2.168,1.2,1.3,No errors
14,267,13:49:04,0.5426,0.7158,0,0,0.7731,1.423,1.3402,0.6992,0.2309,0.1937,0.3388,0.3808,0.1516,6.7897,56.2216,80.7251,55.0592,48.6968,2.411,1.2,1.3,No errors
14,268,13:50:04,0.1138,0.2013,0.009,0.4939,0.9344,1.2073,1.3169,1.352,1.3072,0.9126,0.2009,0,0,8.0493,72.1419,80.3024,67.845,86.5964,1.8456,1.2,1.3,No errors
14,269,13:51:04,0.5836,0.5721,0,1.8698,1.7802,0.8352,0.4754,1.4836,1.7551,0.7211,0,0,0,10.0761,46.5605,64.0623,49.9166,27.3842,2.0967,1.2,1.3,No errors
14,270,13:52:04,0.0093,0.0881,0,0,1.3358,2.7839,2.4544,0.4236,0,0,0.4283,1.1047,0.7019,9.33,60.2755,110.2529,77.9495,48.6968,2.1634,1.2,1.3,No errors
14,271,13:53:04,0.1439,0.3999,0.1267,0.86,0.476,0.0284,0.2596,1.2847,1.7154,1.0772,0.0169,0,0,6.3888,93.4656,85.8204,68.1892,115.4782,2.143,1.2,1.3,No errors
14,272,13:54:04,0.0211,0.1905,0.8005,0.6984,0,0,0.5219,2.6755,3.6392,2.5659,0.4234,0,0,11.5363,109.0035,104.5947,89.7475,115.4782,1.8975,1.2,1.3,No errors
14,273,13:55:04,0.0529,0.334,0.3489,1.1285,0.5863,0,0,0.5261,1.4027,1.2338,0.2155,0,0,5.8287,98.0408,86.9866,64.79,115.4782,2.3042,1.2,1.3,No errors
14,274,13:56:04,0.5932,0.7521,0.125,1.196,1.1936,0.7065,0.5836,1.2966,2.0595,1.7282,0.3982,0,0,10.6325,79.0079,81.6035,61.0044,115.4782,2.3035,1.2,1.3,No errors
14,275,13:57:04,0,0.434,0.433,0.3743,0.2745,0.98,2.2823,3.3306,2.7945,0.9304,0,0,0,11.8335,84.4073,83.3374,73.6167,86.5964,1.7404,1.2,1.3,No errors
14,276,13:58:04,0.416,1.1849,0.1728,0.1259,1.5259,2.2831,1.4191,0,0,0,0.7849,1.3759,0.7759,10.0644,52.6068,110.3266,64.6586,48.6968,2.8333,1.2,1.3,No errors
14,277,13:59:04,0,0.2313,0.4176,0,0.4388,1.1111,1.2487,0.6244,0.1142,0.1218,0.3675,0.4988,0.2397,5.4138,64.5307,101.4017,71.48,64.9382,2.2693,1.2,1.3,No errors
14,278,14:00:04,0,0,0.3492,0.1106,0.5256,0.8317,0.5708,0,0,0,0.4113,0.6163,0.4038,3.8193,59.8892,132.914,84.7785,48.6968,2.6198,1.2,1.3,No errors
14,279,14:01:04,0,0,0.5301,0.8278,0.6,0.1971,0,0.1092,0.4029,0.6004,0.5516,0.2981,0,4.1171,49.8687,99.1956,66.8371,27.3842,2.5045,1.2,1.3,No errors
14,280,14:02:04,0.1057,0.0472,0,0,0.7038,1.1693,0.8698,0.1029,0.1114,0.6683,0.928,0.6502,0.0276,5.3842,71.3276,119.6893,89.5485,48.6968,2.211,1.2,1.3,No errors
14,281,14:03:04,0,0.1388,0.3598,0.6113,0.4873,0.3358,0.3752,0.6076,0.6818,0.4127,0,0,0,4.0102,60.4614,69.7407,55.9805,115.4782,1.9922,1.2,1.3,No errors
14,282,14:04:04,7588.1982,0,14639.0947,99173.6484,123530.7266,94101.4453,48690.5625,24985.8262,15000.8516,6353.4063,0,0,0,434063.7598,40.2003,46.6146,41.6797,36.5174,1.5812,1.2,1.3,No errors
